curr_wave,prev_wave,prev_lag,n_slot_matched,pct_sex_ok,pct_age_ok,pct_lineage_ok,pct_verified
2024-07,2024-04,3,11473,0.9502309770766146,0.8452017780876842,0.9644382463174409,0.8403207530724309
2024-07,2023-10,9,11991,0.9319489617212909,0.7739137686598282,0.9474605954465849,0.7670753064798599
2024-08,2024-05,3,11325,0.954083885209713,0.8432671081677704,0.964150110375276,0.8387637969094923
2024-08,2023-11,9,11969,0.9350822959311554,0.7771743671150472,0.954632801403626,0.7694042944272704
2024-09,2024-06,3,11256,0.9463397299218195,0.828002842928216,0.9577114427860697,0.8237384506041222
2024-09,2023-12,9,12061,0.9331730370616035,0.7777132907719094,0.9526573252632452,0.769836663626565
2024-10,2024-07,3,12644,0.96314457450174,0.8659443214172731,0.969471686175261,0.8616735210376463
2024-10,2024-01,9,6056,0.9360964332892999,0.7881439894319683,0.952443857331572,0.7810435931307794
2024-11,2024-08,3,12525,0.9603193612774451,0.8616367265469062,0.9714171656686627,0.8580439121756487
2024-11,2024-02,9,6174,0.9263038548752834,0.7700032393909945,0.9486556527372854,0.7604470359572401
2024-12,2024-09,3,12582,0.9635987919249722,0.8687807979653474,0.9722619615323478,0.864965824193292
2024-12,2024-03,9,5815,0.9317282889079965,0.7755803955288049,0.951676698194325,0.7702493551160791
2025-01,2024-10,3,11330,0.953927625772286,0.8477493380406002,0.9664607237422771,0.8431597528684908
2025-01,2024-04,9,6230,0.9258426966292135,0.7674157303370787,0.9478330658105939,0.7603531300160513
2025-02,2024-11,3,11534,0.9505808912779609,0.8434194555228022,0.9653199237038321,0.8389110456043003
2025-02,2024-05,9,5975,0.9312133891213389,0.7767364016736402,0.9528033472803348,0.7695397489539749
2025-03,2024-12,3,10926,0.9553358960278235,0.8447739337360425,0.9644883763499909,0.8395570199524071
2025-03,2024-06,9,5994,0.9327660994327661,0.7599265932599266,0.9472806139472806,0.7535869202535869
2025-04,2025-01,3,11579,0.9508593142758442,0.8427325330339408,0.9660592451852491,0.8383280075999655
2025-04,2024-07,9,6100,0.9481967213114754,0.7881967213114754,0.9604918032786885,0.7822950819672131
2025-05,2025-02,3,11206,0.9504729609137962,0.8426735677315724,0.9619846510797787,0.8381224344101375
2025-05,2024-08,9,5800,0.9315517241379311,0.7722413793103449,0.9512068965517242,0.7648275862068965
2025-06,2025-03,3,11187,0.95968534906588,0.8481272906051667,0.9662107803700724,0.8428533118798606
2025-06,2024-09,9,5964,0.9369550637156271,0.7739771965124078,0.9481891348088531,0.7692823608316566
2025-07,2025-04,3,11208,0.9515524625267666,0.8392219842969307,0.9630620985010707,0.8347608850820842
2025-07,2024-10,9,0,NA,NA,NA,NA
2025-08,2025-05,3,11109,0.9594022864344225,0.8549824466648663,0.9669637231073904,0.8499414888828878
2025-08,2024-11,9,0,NA,NA,NA,NA
2025-09,2025-06,3,11267,0.9528712168279045,0.8438803585692731,0.9628117511316233,0.8384663175645691
2025-09,2024-12,9,0,NA,NA,NA,NA
2025-10,2025-07,3,9870,0.9429584599797366,0.8182370820668693,0.9595744680851064,0.8121580547112462
2025-10,2025-01,9,5915,0.9393068469991547,0.7869822485207101,0.9541842772612004,0.7817413355874895
2025-11,2025-08,3,10040,0.9359561752988048,0.8183266932270916,0.9583665338645418,0.8118525896414343
2025-11,2025-02,9,6018,0.9378531073446328,0.7902957793286807,0.9544699235626454,0.7811565304087736
2025-12,2025-09,3,9689,0.9455052120961915,0.8435339044277015,0.9627412529672825,0.8362060068118485
2025-12,2025-03,9,5920,0.9320945945945946,0.7743243243243243,0.9445945945945946,0.7641891891891892
2026-01,2025-10,3,11038,0.9545207465120493,0.8535060699402066,0.9667512230476536,0.8486138793259649
2026-01,2025-04,9,5753,0.9329045715278985,0.77802885451069,0.9537632539544585,0.7721188944898314
2026-02,2025-11,3,11277,0.9573468120954155,0.8479205462445686,0.9664804469273743,0.8436640950607431
2026-02,2025-05,9,5892,0.9365241004752206,0.790224032586558,0.9534962661235573,0.7803801765105227
2026-03,2025-12,3,11130,0.9562443845462714,0.8459119496855346,0.9634321653189578,0.8402515723270441
2026-03,2025-06,9,5829,0.9408131755018013,0.785726539715217,0.9577972207925888,0.7768056270372277
2026-04,2026-01,3,10633,0.9571146430922599,0.847361986269162,0.9637919684002634,0.8432239255149064
2026-04,2025-07,9,5587,0.9364596384463935,0.779488097368892,0.9566851619831752,0.772507606944693
2026-05,2026-02,3,10908,0.9501283461679502,0.8475430876420975,0.9614044737807114,0.841950861752842
2026-05,2025-08,9,5901,0.942043721403152,0.7895271987798678,0.958312150482969,0.7824097610574479
